Semester,Academic Year,Concert #,Performer,Date,Performer Type,Detailed Performance,Performance Type,Instrument,Index,Composer,Ugly,Composer Category,Composer Status,Arranger,Piece
Spring 2025,24-25 Academic Year,3,Bailey Labrie,1/25/25,Senior Cello Recital,Student Recital,Recital,Cello,3.2,Heino Eller,"Eller, Heino",1,2,,Ballade for Cello and Orchestra (1966)
Spring 2025,24-25 Academic Year,3,Bailey Labrie,1/25/25,Senior Cello Recital,Student Recital,Recital,Cello,3.3,David Popper,"Popper, David",1,2,,"Requiem for Three Cellos and Piano, Op. 66 (1892)"
Spring 2025,24-25 Academic Year,3,Bailey Labrie,1/25/25,Senior Cello Recital,Student Recital,Recital,Cello,3.4,Robert Schumann,"Schumann, Robert",1,2,,"Adagio and Allegro, Op. 70 (1849)"
Spring 2025,24-25 Academic Year,4,Strider Duo & Pacific Faculty,1/28/25,Guest Artist,Guest Artist Recital,Recital,,4.1,"Joanna Mattrey, Steven Long",Steven Long Joanna Mattrey,,,,Real-time compositions
Spring 2025,24-25 Academic Year,5,"Raquel Reginato, piano",1/31/25,Senior Piano Recital,Student Recital,Recital,Piano,5.1,Joseph Haydn,"Haydn, Franz Joseph",1,2,,"Piano Sonata in E minor, HOB. XVI, no. 34 (c. 1770)"
Spring 2025,24-25 Academic Year,5,"Raquel Reginato, piano",1/31/25,Senior Piano Recital,Student Recital,Recital,Piano,5.2,Isaac Albéniz,"Albéniz, Isaac",1,2,,"España, op.165, no. 1 (1890)"
Spring 2025,24-25 Academic Year,5,"Raquel Reginato, piano",1/31/25,Senior Piano Recital,Student Recital,Recital,Piano,5.3,Isaac Albéniz,"Albéniz, Isaac",1,2,,"España, Op. 165, No. 3, Malagueña (1890)"
Spring 2025,24-25 Academic Year,5,"Raquel Reginato, piano",1/31/25,Senior Piano Recital,Student Recital,Recital,Piano,5.4,Fanny Mendelssohn Hensel,"Hensel, Fanny Mendelssohn",2,2,,"Vier Lieder für das Pianoforte Op. 6, no. 1 (1841)"
Spring 2025,24-25 Academic Year,5,"Raquel Reginato, piano",1/31/25,Senior Piano Recital,Student Recital,Recital,Piano,5.5,Fanny Mendelssohn Hensel,"Hensel, Fanny Mendelssohn",2,2,,"Vier Lieder für das Pianoforte, Op. 6, no. 3 (1841)"
Spring 2025,24-25 Academic Year,6,Pacific Wind Bands,2/1/25,Large Ensemble,Ensemble,Ensemble,,6.1,Dwayne Milburn,"Milburn, Dwayne S.",3,1,,Steadfast Leadership March (2006)
Spring 2025,24-25 Academic Year,6,Pacific Wind Bands,2/1/25,Large Ensemble,Ensemble,Ensemble,,6.2,Manuel de Falla,"de Falla, Manuel",1,2,,Siete canciones populares españolas (1914/2010)
Spring 2025,24-25 Academic Year,6,Pacific Wind Bands,2/1/25,Large Ensemble,Ensemble,Ensemble,,6.3,Kevin Day,"Day, Kevin",3,1,,Havana (2018)
Spring 2025,24-25 Academic Year,6,Pacific Wind Bands,2/1/25,Large Ensemble,Ensemble,Ensemble,,6.4,Omar Thomas,"Thomas, Omar",3,1,,Of Our New Day Begun (2015)
Spring 2025,24-25 Academic Year,7,Shannon Lyons,2/2/25,Senior Voice Recital,Student Recital,Recital,Voice,7.1,Lili Boulanger,"Boulanger, Lili",2,2,,Clairières dans le ciel (1914)
Spring 2025,24-25 Academic Year,7,Shannon Lyons,2/2/25,Senior Voice Recital,Student Recital,Recital,Voice,7.2,Rupert Holmes,"Holmes, Rupert",1,1,,Moonfall
Spring 2025,24-25 Academic Year,7,Shannon Lyons,2/2/25,Senior Voice Recital,Student Recital,Recital,Voice,7.3,Claude Debussy,"Debussy, Claude",1,2,,Nuit d’étoiles (1882)
Spring 2025,24-25 Academic Year,7,Shannon Lyons,2/2/25,Senior Voice Recital,Student Recital,Recital,Voice,7.4,Oscar Pettiford,"Pettiford, Oscar",3,2,,Tricotism (1956)
Spring 2025,24-25 Academic Year,7,Shannon Lyons,2/2/25,Senior Voice Recital,Student Recital,Recital,Voice,7.5,Benny Goodman,"Goodman, Benny",1,2,,Moonglow (1934)
Spring 2025,24-25 Academic Year,7,Shannon Lyons,2/2/25,Senior Voice Recital,Student Recital,Recital,Voice,7.6,Melody Gardot,"Gardot, Melody",2,1,,Morning Sun (2015)
Spring 2025,24-25 Academic Year,8,"Frank Wiens, piano",2/7/25,Faculty Emeritus,Faculty Recital,Recital,Piano,8.1,Johannes Brahms,"Brahms, Johannes",1,2,,"Capriccio in F-sharp minor, op. 76, no. 1 (1871)"
Spring 2025,24-25 Academic Year,8,"Frank Wiens, piano",2/7/25,Faculty Emeritus,Faculty Recital,Recital,Piano,8.2,Johannes Brahms,"Brahms, Johannes",1,2,,"Intermezzo in E major, op. 116, no. 4 (1892)"
Spring 2025,24-25 Academic Year,8,"Frank Wiens, piano",2/7/25,Faculty Emeritus,Faculty Recital,Recital,Piano,8.3,Johannes Brahms,"Brahms, Johannes",1,2,,"Capriccio in C-sharp minor, op. 76, no. 5 (1878)"
Spring 2025,24-25 Academic Year,8,"Frank Wiens, piano",2/7/25,Faculty Emeritus,Faculty Recital,Recital,Piano,8.4,Ludwig van Beethoven,"Beethoven, Ludwig van",1,2,,"Sonata no. 28 in A major, op. 101 (1816)"
Spring 2025,24-25 Academic Year,8,"Frank Wiens, piano",2/7/25,Faculty Emeritus,Faculty Recital,Recital,Piano,8.5,"Aaron Copland, Leonard Bernstein","Bernstein, Leonard",1,2,,El Salón México (1932-1936/1941)
Spring 2025,24-25 Academic Year,8,"Frank Wiens, piano",2/7/25,Faculty Emeritus,Faculty Recital,Recital,Piano,8.6,Anatoly Liadov,"Liadov, Anatoly",1,2,,"Prelude in B major, op. 11, no. 1 (1886)"
Spring 2025,24-25 Academic Year,8,"Frank Wiens, piano",2/7/25,Faculty Emeritus,Faculty Recital,Recital,Piano,8.7,Sergei Rachmanioff,"Rachmaninoff, Sergei",1,2,,"Variations on a Theme of Corelli, op. 42 (1931)"
Spring 2025,24-25 Academic Year,8,"Frank Wiens, piano",2/7/25,Faculty Emeritus,Faculty Recital,Recital,Piano,8.8,Fryderyk Chopin,"Chopin, Frédéric",1,2,,"Andante Spianato and Grande Polonaise Brilliante, op.22 (1830-1834)"
Spring 2025,24-25 Academic Year,9,Pacific Choirs,2/8/25,Large Ensemble,Ensemble,Ensemble,,9.1,Sarah Quartel,"Quartel, Sarah",2,1,,Voice on the Wind (2018)
Spring 2025,24-25 Academic Year,9,Pacific Choirs,2/8/25,Large Ensemble,Ensemble,Ensemble,,9.2,Tara Mack,"Mack, Tara",4,1,,Good Morning (2024)
Spring 2025,24-25 Academic Year,9,Pacific Choirs,2/8/25,Large Ensemble,Ensemble,Ensemble,,9.3,Hye-Young Cho,Cho Hye-Young,4,1,,Evocation (Mon-Nee-Joh) (2024)
Spring 2025,24-25 Academic Year,9,Pacific Choirs,2/8/25,Large Ensemble,Ensemble,Ensemble,,9.4,Traditional,Traditional,999,999,,Tshotsholoza (2011)
Spring 2025,24-25 Academic Year,9,Pacific Choirs,2/8/25,Large Ensemble,Ensemble,Ensemble,,9.5,Eric Whitacre,"Whitacre, Eric",1,1,,Sing Gently (2020)
Spring 2025,24-25 Academic Year,9,Pacific Choirs,2/8/25,Large Ensemble,Ensemble,Ensemble,,9.6,Marques Garrett,"Garrett, Marques L. A.",3,1,,Sing Out My Soul (2020)
Spring 2025,24-25 Academic Year,9,Pacific Choirs,2/8/25,Large Ensemble,Ensemble,Ensemble,,9.7,Antonio Vivaldi,"Vivaldi, Antonio",1,2,,"Gloria in D Major, RV 589 (ca. 1715)"
Spring 2025,24-25 Academic Year,9,Pacific Choirs,2/8/25,Large Ensemble,Ensemble,Ensemble,,9.8,Tarik O'Regan,"O'Regan, Tarik",3,1,,Turn (2016)
Spring 2025,24-25 Academic Year,9,Pacific Choirs,2/8/25,Large Ensemble,Ensemble,Ensemble,,9.9,Katie Kring,"Kring, Katie",1,1,,Where Does My Night Go? (2019)
Spring 2025,24-25 Academic Year,10,2025 NASM,2/11/25,Student Recital,Friends of Chamber Music,Chamber,,10.1,"Manuel Esperón, Ernesto Cortazar, Lorenzo Barcelata","Ernesto Cortazar, Lorenzo Barcelata Manuel Esperón",,,,Fiesta en Jalisco (1970)
Spring 2025,24-25 Academic Year,10,2025 NASM,2/11/25,Student Recital,Student Recital,Recital,,10.2,Madeleine Dring,"Dring, Madeleine",2,2,,Trio (1968)
Spring 2025,24-25 Academic Year,10,2025 NASM,2/11/25,Student Recital,Student Recital,Recital,,10.3,Jordan Hendrickson '25,"Hendrickson, Jordan",5,1,,Yellow from The Yellow Wallpaper (2024)
Spring 2025,24-25 Academic Year,10,2025 NASM,2/11/25,Student Recital,Student Recital,Recital,,10.4,Juri Seo,"Seo, Juri",4,1,,Triangle Trio (excerpt) (2013/2016)
Spring 2025,24-25 Academic Year,10,2025 NASM,2/11/25,Student Recital,Student Recital,Recital,,10.5,Florence Price,"Price, Florence",4,2,,On a Quiet Lake (1929)
Spring 2025,24-25 Academic Year,10,2025 NASM,2/11/25,Student Recital,Student Recital,Recital,,10.6,Nikolai Kapustin,"Kapustin, Nikolai",1,2,,"Concert Etude, op. 40 no. 1: Prelude (1984)"
Spring 2025,24-25 Academic Year,10,2025 NASM,2/11/25,Student Recital,Student Recital,Recital,,10.7,Maurice Ravel,"Ravel, Maurice",1,2,,"Chanson Romanesque from Don Quichotte à Dulcinée, M. 84 (1932)"
Spring 2025,24-25 Academic Year,10,2025 NASM,2/11/25,Student Recital,Student Recital,Recital,,10.8,Alexey Lebedev,"Lebedev, Alexey",1,2,,Concerto Allegro (1949)
Spring 2025,24-25 Academic Year,10,2025 NASM,2/11/25,Student Recital,Student Recital,Recital,,10.9,Johann Sebastian Bach,"Bach, J.S.",1,2,,"Suite no. 4 in E-flat major, BWV 1010 (1717–1723)"
Spring 2025,24-25 Academic Year,10,2025 NASM,2/11/25,Student Recital,Student Recital,Recital,,10.1,Catherine McMichael,"McMichael, Catherine",2,1,,Fusion Suite (2005)
Spring 2025,24-25 Academic Year,10,2025 NASM,2/11/25,Student Recital,Student Recital,Recital,,10.1,Aimee MacDonald '26,"MacDonald, Aimee",2,1,,Thumping (2024)
Spring 2025,24-25 Academic Year,11,Jayden Laumeister,2/11/25,Junior Trombone Recital,Student Recital,Recital,,11.1,Kevin Day,"Day, Kevin",3,1,,Fantasia IV (2021)
Spring 2025,24-25 Academic Year,11,Jayden Laumeister,2/11/25,Junior Trombone Recital,Student Recital,Recital,,11.2,Elizabeth Raum,"Raum, Elizabeth",2,1,,Concerto for Bass Trombone (2008)
Spring 2025,24-25 Academic Year,11,Jayden Laumeister,2/11/25,Junior Trombone Recital,Student Recital,Recital,,11.3,David F. Wilborn,"Wilborn, David F.",3,1,,Jazz Triptych (2014)
Spring 2025,24-25 Academic Year,11,Jayden Laumeister,2/11/25,Junior Trombone Recital,Student Recital,Recital,,11.4,Brooke Pierson,"Pierson, Brooke",1,1,,The Robots are Taking Over (2020)
Spring 2025,24-25 Academic Year,11,Jayden Laumeister,2/11/25,Junior Trombone Recital,Student Recital,Recital,,11.5,John Williams,"Williams, John",1,1,,Concerto for Tuba (1984-1985)
Spring 2025,24-25 Academic Year,11,Jayden Laumeister,2/11/25,Junior Trombone Recital,Student Recital,Recital,,11.6,Reed Hanna,"Hanna, Reed",1,1,,Duo (2015)
Spring 2025,24-25 Academic Year,12,Pacific Orchestras,2/12/25,Large Ensemble,Student Recital,Recital,,12.1,Alberto Ginastera,"Ginastera, Alberto",3,2,,"Dances from Estancia, op. 8a (1941)"
Spring 2025,24-25 Academic Year,12,Pacific Orchestras,2/12/25,Large Ensemble,Ensemble,Ensemble,,12.2,Carlos Simon,"Simon, Carlos",3,1,,Movements (2021)
Spring 2025,24-25 Academic Year,12,Pacific Orchestras,2/12/25,Large Ensemble,Ensemble,Ensemble,,12.3,Jennifer Higdon,"Higdon, Jennifer",2,1,,blue cathedral (1999)
Spring 2025,24-25 Academic Year,12,Pacific Orchestras,2/12/25,Large Ensemble,Ensemble,Ensemble,,12.4,William Grant Still,"Still, William Grant",3,2,,"Symphony No. 1 in A-flat major, ""Afro-American"" (1930)"
Spring 2025,24-25 Academic Year,13,Conservatory Concert Hour,2/21/25,Student Recital,Ensemble,Ensemble,,13.1,Keiko Abe,"Abe, Keiko",4,1,,Michi (1979)
Spring 2025,24-25 Academic Year,13,Conservatory Concert Hour,2/21/25,Student Recital,Student Recital,Recital,,13.2,Claude Debussy,"Debussy, Claude",1,2,,"Cloches à travers les feuilles from Images, Book Two (1908)"
Spring 2025,24-25 Academic Year,13,Conservatory Concert Hour,2/21/25,Student Recital,Student Recital,Recital,,13.3,Dmitri Shostakovich,"Shostakovich, Dmitri",1,2,,"Piano Trio No. 2, op. 67 (1943–44)"
Spring 2025,24-25 Academic Year,14,"Theresa Wong, cello",2/21/25,Guest Artist,Student Recital,Recital,,14.1,Theresa Wong,"Wong, Theresa",4,1,,Real-time improvisation
Spring 2025,24-25 Academic Year,14,"Theresa Wong, cello",2/21/25,Guest Artist,Guest Artist Recital,Recital,Cello,14.2,Theresa Wong,"Wong, Theresa",4,1,,Nightwatching (2008)
Spring 2025,24-25 Academic Year,14,"Theresa Wong, cello",2/21/25,Guest Artist,Guest Artist Recital,Recital,Cello,14.3,Theresa Wong,"Wong, Theresa",4,1,,Castings (2010)
Spring 2025,24-25 Academic Year,14,"Theresa Wong, cello",2/21/25,Guest Artist,Guest Artist Recital,Recital,Cello,14.4,Theresa Wong,"Wong, Theresa",4,1,,WongShe Dances Naked Under Palm Trees (2019)
Spring 2025,24-25 Academic Year,14,"Theresa Wong, cello",2/21/25,Guest Artist,Guest Artist Recital,Recital,Cello,14.5,Theresa Wong,"Wong, Theresa",4,1,,Real-time improvisation
Spring 2025,24-25 Academic Year,15,Julianna Meneses,2/22/25,Senior Double Bass Recital,Guest Artist Recital,Recital,Cello,15.1,Camille Saint-Saëns,"Saint-Saëns, Camille",1,2,,L'Éléphant (The Elephant) (1886)
Spring 2025,24-25 Academic Year,15,Julianna Meneses,2/22/25,Senior Double Bass Recital,Student Recital,Recital,Double Bass,15.2,Carl Ditters von Dittersdorf,"Dittersdorf, Karl Ditters von",1,2,,Double Bass Concerto No. 2 (1762)
Spring 2025,24-25 Academic Year,15,Julianna Meneses,2/22/25,Senior Double Bass Recital,Student Recital,Recital,Double Bass,15.3,Abbey Lincoln,"Lincoln, Abbey",4,2,,Throw It Away (1980)
Spring 2025,24-25 Academic Year,15,Julianna Meneses,2/22/25,Senior Double Bass Recital,Student Recital,Recital,Double Bass,15.4,Julianna Meneses '25,"Meneses, Julianna",999,999,,Bard (2025)
Spring 2025,24-25 Academic Year,15,Julianna Meneses,2/22/25,Senior Double Bass Recital,Student Recital,Recital,Double Bass,15.5,Julianna Meneses '25,"Meneses, Julianna",999,999,,Meditation on a Homecoming (2025)
Spring 2025,24-25 Academic Year,16,Jordan Wier,2/23/25,Senior Bassoon Recital,Student Recital,Recital,Double Bass,16.1,Giovanni Antonio Bertoli,"Bertoli, Giovanni Antonio",1,2,,Sonata Settima (1645)
Spring 2025,24-25 Academic Year,16,Jordan Wier,2/23/25,Senior Bassoon Recital,Student Recital,Recital,Bassoon,16.2,Yuri Kasparov,"Kasparov, Yuri",1,1,,Sonata Infernale (1989)
Spring 2025,24-25 Academic Year,16,Jordan Wier,2/23/25,Senior Bassoon Recital,Student Recital,Recital,Bassoon,16.3,Mathieu Lussier,"Lussier, Mathieu",1,1,,Bassango (2001)
Spring 2025,24-25 Academic Year,16,Jordan Wier,2/23/25,Senior Bassoon Recital,Student Recital,Recital,Bassoon,16.4,Niloufar Nourbakhsh,"Nourbakhsh, Niloufar",4,1,,Firing Squad (2018)
Spring 2025,24-25 Academic Year,16,Jordan Wier,2/23/25,Senior Bassoon Recital,Student Recital,Recital,Bassoon,16.5,George Fetner,"Fetner, George",1,1,,Black Lion (2015)
Spring 2025,24-25 Academic Year,16,Jordan Wier,2/23/25,Senior Bassoon Recital,Student Recital,Recital,Bassoon,16.6,Adrienne Albert,"Albert, Adrienne",2,1,,Swing Shift (2013)
Spring 2025,24-25 Academic Year,17,Honors Recital,2/24/25,Student Recital,Student Recital,Recital,Bassoon,17.1,Chin Cheng Lin,Lin Chin Cheng,3,1,,Concerto No. 1 (2010)
Spring 2025,24-25 Academic Year,17,Honors Recital,2/24/25,Student Recital,Student Recital,Recital,,17.2,Camille Saint-Saens,"Saint-Saëns, Camille",1,2,,"Cello Concerto in A minor, op. 33 (1872)"
Spring 2025,24-25 Academic Year,17,Honors Recital,2/24/25,Student Recital,Student Recital,Recital,,17.3,Claude Debussy,"Debussy, Claude",1,2,,Etude No. 7 pour les degrés chromatiques (1915)
Spring 2025,24-25 Academic Year,17,Honors Recital,2/24/25,Student Recital,Student Recital,Recital,,17.4,Alexey Lebedev,"Lebedev, Alexey",1,2,,Concerto Allegro (1949)
Spring 2025,24-25 Academic Year,17,Honors Recital,2/24/25,Student Recital,Student Recital,Recital,,17.5,Felix Mendelssohn,"Mendelssohn, Felix",1,2,,Violin Concerto in E minor (1844)
Spring 2025,24-25 Academic Year,17,Honors Recital,2/24/25,Student Recital,Student Recital,Recital,,17.6,Gerald Finzi,"Finzi, Gerald",1,2,,"Who is Silvia? from Let Us Garlands Bring, op. 18 (1942)"
Spring 2025,24-25 Academic Year,17,Honors Recital,2/24/25,Student Recital,Student Recital,Recital,,17.7,Wolfgang Amadeus Mozart,"Mozart, Wolfgang Amadeus",1,2,,"Fin ch'han dal vino from Don Giovanni, KV 527 (1788)"
Spring 2025,24-25 Academic Year,17,Honors Recital,2/24/25,Student Recital,Student Recital,Recital,,17.8,Claude Debussy,"Debussy, Claude",1,2,,Première rhapsodie (1910)
Spring 2025,24-25 Academic Year,17,Honors Recital,2/24/25,Student Recital,Student Recital,Recital,,17.9,Arnold Schoenberg,"Schoenberg, Arnold",1,2,,"Drei Klavierstücke, op. 11 (1909)"
Spring 2025,24-25 Academic Year,17,Honors Recital,2/24/25,Student Recital,Student Recital,Recital,,17.1,Robert Schumann,"Schumann, Robert",1,2,,"From Dichterliebe, op. 48 (1840)"
Spring 2025,24-25 Academic Year,17,Honors Recital,2/24/25,Student Recital,Student Recital,Recital,,17.1,Johann Sebastian Bach,"Bach, J.S.",1,2,,"Cello Suite No. 4 in E-flat major, BWV 1010 (1723)"
Spring 2025,24-25 Academic Year,17,Honors Recital,2/24/25,Student Recital,Student Recital,Recital,,17.1,Catherine Likhuta,"Likhuta, Catherine",2,1,,Rondo (2001)
Spring 2025,24-25 Academic Year,17,Honors Recital,2/24/25,Student Recital,Student Recital,Recital,,17.1,Keiko Abe,"Abe, Keiko",4,1,,Michi (1979)
Spring 2025,24-25 Academic Year,17,Honors Recital,2/24/25,Student Recital,Student Recital,Recital,,17.1,Gioachino Rossini,"Rossini, Gioachino",1,2,,Cruda Sorte! Amor Tiranno from L'italiana in Algeri (1813)
Spring 2025,24-25 Academic Year,18,"Joe Mazzaferro, trumpet/ Sean Britt, guitar/Andrew Mell/bass
Sean Britt, guitar
Andrew Mell, double bass",2/25/25,Faculty Recital,Student Recital,Recital,,18.1,Bud Powell,"Powell, Bud",3,2,,Bouncing With Bud (1947)
Spring 2025,24-25 Academic Year,18,"Joe Mazzaferro, trumpet/ Sean Britt, guitar/Andrew Mell/bass
Sean Britt, guitar
Andrew Mell, double bass",2/25/25,Faculty Recital,Faculty Recital,Chamber,,18.2,Andrew Mell,"Mell, Andrew",1,1,,MLS (2025)
Spring 2025,24-25 Academic Year,18,"Joe Mazzaferro, trumpet/ Sean Britt, guitar/Andrew Mell/bass
Sean Britt, guitar
Andrew Mell, double bass",2/25/25,Faculty Recital,Faculty Recital,Chamber,,18.3,Victor Young,"Young, Victor",1,2,,My Foolish Heart (1949)
Spring 2025,24-25 Academic Year,18,"Joe Mazzaferro, trumpet/ Sean Britt, guitar/Andrew Mell/bass
Sean Britt, guitar
Andrew Mell, double bass",2/25/25,Faculty Recital,Faculty Recital,Chamber,,18.4,Sean Britt,"Britt, Sean",1,1,,Queen of Fermanagh (2023)
Spring 2025,24-25 Academic Year,18,"Joe Mazzaferro, trumpet/ Sean Britt, guitar/Andrew Mell/bass
Sean Britt, guitar
Andrew Mell, double bass",2/25/25,Faculty Recital,Faculty Recital,Chamber,,18.5,Ray Bryant,"Bryant, Ray",3,2,,Reflection (1959)
Spring 2025,24-25 Academic Year,18,"Joe Mazzaferro, trumpet/ Sean Britt, guitar/Andrew Mell/bass
Sean Britt, guitar
Andrew Mell, double bass",2/25/25,Faculty Recital,Faculty Recital,Chamber,,18.6,Kenny Wheeler,"Wheeler, Kenny",1,2,,Smatter (1976)
Spring 2025,24-25 Academic Year,18,"Joe Mazzaferro, trumpet/ Sean Britt, guitar/Andrew Mell/bass
Sean Britt, guitar
Andrew Mell, double bass",2/25/25,Faculty Recital,Faculty Recital,Chamber,,18.7,Joe Mazzaferro,"Mazzaferro, Joe",1,1,,Song For Fizz (2013)
Spring 2025,24-25 Academic Year,18,"Joe Mazzaferro, trumpet/ Sean Britt, guitar/Andrew Mell/bass
Sean Britt, guitar
Andrew Mell, double bass",2/25/25,Faculty Recital,Faculty Recital,Chamber,,18.8,George Gershwin,"Gershwin, George",1,2,,Soon (1929)
Spring 2025,24-25 Academic Year,19,"Jazz Ensemble/Elena Pinderhughes, jazz flute",2/28/25,Large Ensemble,Faculty Recital,Chamber,,19.1,"Arthur Schwartz, Howard Dietz","Schwartz, Arthur",1,2,,Alone Together (1932)
Spring 2025,24-25 Academic Year,19,"Jazz Ensemble/Elena Pinderhughes, jazz flute",2/28/25,Large Ensemble,Ensemble,Ensemble,,19.2,Elena Ayodele Pinderhughes,"Ayodele Pinderhughes, Elena",4,1,,Compromise (2023)
Spring 2025,24-25 Academic Year,19,"Jazz Ensemble/Elena Pinderhughes, jazz flute",2/28/25,Large Ensemble,Ensemble,Ensemble,,19.3,Stevie Wonder,"Wonder, Stevie",3,1,,Contusion (1976)
Spring 2025,24-25 Academic Year,19,"Jazz Ensemble/Elena Pinderhughes, jazz flute",2/28/25,Large Ensemble,Ensemble,Ensemble,,19.4,Cedar Walton,"Walton, Cedar",3,1,,I’m Not So Sure (1974)
Spring 2025,24-25 Academic Year,19,"Jazz Ensemble/Elena Pinderhughes, jazz flute",2/28/25,Large Ensemble,Ensemble,Ensemble,,19.5,Stefon Harris,"Harris, Stefon",3,1,,Let’s Take a Trip to the Sky (2012)
Spring 2025,24-25 Academic Year,19,"Jazz Ensemble/Elena Pinderhughes, jazz flute",2/28/25,Large Ensemble,Ensemble,Ensemble,,19.6,Jon Hatamiya,"Hatamiya, Jon",3,1,,Pep Pep (2013)
Spring 2025,24-25 Academic Year,20,Davis Robinson,3/6/25,Junior Violin Recital,Ensemble,Ensemble,,20.1,Johann Sebastian Bach,"Bach, J.S.",1,2,,Well-tempered Klavier II: Prelude and Fugue in C# Major BWV 872 (1742)
Spring 2025,24-25 Academic Year,20,Davis Robinson,3/6/25,Junior Violin Recital,Student Recital,Recital,Violin,20.2,Arnold Schönberg,"Schoenberg, Arnold",1,2,,Drëi Klavierstücke: Op. 11 (1909)
Spring 2025,24-25 Academic Year,20,Davis Robinson,3/6/25,Junior Violin Recital,Student Recital,Recital,Violin,20.3,Achille-Claude Debussy,"Debussy, Claude",1,2,,Images II: les travers les feuilles (1907)
Spring 2025,24-25 Academic Year,20,Davis Robinson,3/6/25,Junior Violin Recital,Student Recital,Recital,Violin,20.4,Franz Schubert,"Schubert, Franz",1,2,,"Piano Sonata in A minor, D. 784 (1823)"
Spring 2025,24-25 Academic Year,21,"Brittany Trotter, flute",3/18/25,Faculty Recital,Student Recital,Recital,Violin,21.1,Edgard Varèse,"Varèse, Edgard",1,2,,Density 21.5 (b. 1936)
Spring 2025,24-25 Academic Year,21,"Brittany Trotter, flute",3/18/25,Faculty Recital,Faculty Recital,Recital,,21.2,Claude Debussy,"Debussy, Claude",1,2,,Syrinx (1913)
Spring 2025,24-25 Academic Year,21,"Brittany Trotter, flute",3/18/25,Faculty Recital,Faculty Recital,Recital,,21.3,Hirokazu Fukushima,"Fukushima, Hirokazu",3,1,,Fantasie on a theme of Syrinx (2015)
Spring 2025,24-25 Academic Year,21,"Brittany Trotter, flute",3/18/25,Faculty Recital,Faculty Recital,Recital,,21.4,Adolphus Hailstork,"Hailstork, Adolphus",3,1,,"Oiseaux Romantiques for flute, oboe, and bassoon (2018)"
Spring 2025,24-25 Academic Year,21,"Brittany Trotter, flute",3/18/25,Faculty Recital,Faculty Recital,Recital,,21.5,Katherine Hoover,"Hoover, Katherine",2,2,,Canyon Echos (1991)
Spring 2025,24-25 Academic Year,21,"Brittany Trotter, flute",3/18/25,Faculty Recital,Faculty Recital,Recital,,21.6,Andrea Reinkemeyer,"Reinkemeyer, Andrea",2,1,,Wrought Iron for flute and percussion (2012)
Spring 2025,24-25 Academic Year,21,"Brittany Trotter, flute",3/18/25,Faculty Recital,Faculty Recital,Recital,,21.7,Lowell Liebermann,"Liebermann, Lowell",1,1,,Sonata for flute and harp op. 56 (1996)
Spring 2025,24-25 Academic Year,22,USAF Band of the Golden West Woodwind Quintet,3/19/25,Guest Recital,Faculty Recital,Recital,,22.1,Irving Fine,"Fine, Irving",1,2,,The Fine (Partita) (1948)
Spring 2025,24-25 Academic Year,22,USAF Band of the Golden West Woodwind Quintet,3/19/25,Guest Recital,Chamber,Recital,,22.2,Marc Mellits,"Mellits, Marc",1,1,,Apollo (2019)
Spring 2025,24-25 Academic Year,22,USAF Band of the Golden West Woodwind Quintet,3/19/25,Guest Recital,Chamber,Recital,,22.3,Jeff Scott,"Scott, Jeff",3,1,,Homage to Duke (2002)
Spring 2025,24-25 Academic Year,22,USAF Band of the Golden West Woodwind Quintet,3/19/25,Guest Recital,Chamber,Recital,,22.4,Junichi Masuda,"Masuda, Junichi",3,1,,"Variations on the Pokémon Center Theme (1996, 2025)"
Spring 2025,24-25 Academic Year,23,Magdalene Myint,3/20/25,Senior Piano Recital,Chamber,Recital,,23.1,Johann Sebastian Bach,"Bach, J.S.",1,2,,"The Well-Tempered Clavier, Book I No.22, BWV 867 (1722)"
Spring 2025,24-25 Academic Year,23,Magdalene Myint,3/20/25,Senior Piano Recital,Student Recital,Recital,Piano,23.2,Ludwig van Beethoven,"Beethoven, Ludwig van",1,2,,"Sonata No. 23, op. 57 ""Appassionata"" (1806)"
Spring 2025,24-25 Academic Year,23,Magdalene Myint,3/20/25,Senior Piano Recital,Student Recital,Recital,Piano,23.3,Giacomo Puccini,"Puccini, Giacomo",1,2,,Nessun dorma from Turandot (1926/2005)
Spring 2025,24-25 Academic Year,23,Magdalene Myint,3/20/25,Senior Piano Recital,Student Recital,Recital,Piano,23.4,Stephen Sondheim,"Sondheim, Stephen",1,1,,Send in the Clowns (1973)
Spring 2025,24-25 Academic Year,23,Magdalene Myint,3/20/25,Senior Piano Recital,Student Recital,Recital,Piano,23.5,Fryderyk Chopin,"Chopin, Frédéric",1,2,,Scherzo No. 4 (1842)
Spring 2025,24-25 Academic Year,23,Magdalene Myint,3/20/25,Senior Piano Recital,Student Recital,Recital,Piano,23.6,Sergei Rachmaninoff,"Rachmaninoff, Sergei",1,2,,"Études-Tableaux, op. 33, No. 7 in E-flat major (1911)"
Spring 2025,24-25 Academic Year,23,Magdalene Myint,3/20/25,Senior Piano Recital,Student Recital,Recital,Piano,23.7,Catherine Likhuta,"Likhuta, Catherine",2,1,,Rondo (2001)
Spring 2025,24-25 Academic Year,24,Carousel: A Concert,3/21-3/23 & 3/28-3/30,Large Ensemble,Student Recital,Recital,Piano,24.1,Richard Rodgers,"Rodgers, Richard",1,2,,Carousel
